Date,SR30Y
2015-07-27,2.261475
2015-07-28,2.267285
2015-07-29,2.270789
2015-07-30,2.231428
2015-07-31,2.183483
2015-08-03,2.16976
2015-08-04,2.187108
2015-08-05,2.319939
2015-08-06,2.271192
2015-08-07,2.253523
2015-08-10,2.232215
2015-08-11,2.163009
2015-08-12,2.14316
2015-08-13,2.187011
2015-08-14,2.168707
2015-08-17,2.150202
2015-08-18,2.190829
2015-08-19,2.214198
2015-08-20,2.151599
2015-08-21,2.166318
2015-08-24,2.131199
2015-08-25,2.316564
2015-08-26,2.304209
2015-08-27,2.33606
2015-08-28,2.277532
2015-08-31,2.319351
2015-09-01,2.392375
2015-09-02,2.39314
2015-09-03,2.344346
2015-09-04,2.29181
2015-09-07,2.311206
2015-09-08,2.348685
2015-09-09,2.388229
2015-09-10,2.353562
2015-09-11,2.352602
2015-09-14,2.411524
2015-09-15,2.447997
2015-09-16,2.47135
2015-09-17,2.48781
2015-09-18,2.333147
2015-09-21,2.382019
2015-09-22,2.351177
2015-09-23,2.328114
2015-09-24,2.268877
2015-09-25,2.353439
2015-09-28,2.31905
2015-09-29,2.298407
2015-09-30,2.296538
2015-10-01,2.266586
2015-10-02,2.198277
2015-10-05,2.249846
2015-10-06,2.314737
2015-10-07,2.298242
2015-10-08,2.271963
2015-10-09,2.287058
2015-10-12,2.263836
2015-10-13,2.288972
2015-10-14,2.259764
2015-10-15,2.265523
2015-10-16,2.248149
2015-10-19,2.269709
2015-10-20,2.320557
2015-10-21,2.265331
2015-10-22,2.191587
2015-10-23,2.17133
2015-10-26,2.177208
2015-10-27,2.128916
2015-10-28,2.128512
2015-10-29,2.152595
2015-10-30,2.187488
2015-11-02,2.257634
2015-11-03,2.266691
2015-11-04,2.277975
2015-11-05,2.341609
2015-11-06,2.44292
2015-11-09,2.531661
2015-11-10,2.501713
2015-11-11,2.457063
2015-11-12,2.438424
2015-11-13,2.37139
2015-11-16,2.348726
2015-11-17,2.341225
2015-11-18,2.315729
2015-11-19,2.243559
2015-11-20,2.19032
2015-11-23,2.236822
2015-11-24,2.243313
2015-11-25,2.199527
2015-11-26,2.222139
2015-11-27,2.199606
2015-11-30,2.230382
2015-12-01,2.259631
2015-12-02,2.253616
2015-12-03,2.380114
2015-12-04,2.401831
2015-12-07,2.330047
2015-12-08,2.264553
2015-12-09,2.229528
2015-12-10,2.314677
2015-12-11,2.273403
2015-12-14,2.315579
2015-12-15,2.374387
2015-12-16,2.374924
2015-12-17,2.326814
2015-12-18,2.255403
2015-12-21,2.271382
2015-12-22,2.312147
2015-12-23,2.379597
2015-12-28,2.350834
2015-12-29,2.391549
2015-12-30,2.418195
2016-01-04,2.338858
2016-01-05,2.341835
2016-01-06,2.315736
2016-01-07,2.370702
2016-01-08,2.347681
2016-01-11,2.375888
2016-01-12,2.390507
2016-01-13,2.320413
2016-01-14,2.287874
2016-01-15,2.232281
2016-01-18,2.259234
2016-01-19,2.265787
2016-01-20,2.244262
2016-01-21,2.179897
2016-01-22,2.239395
2016-01-25,2.221115
2016-01-26,2.179374
2016-01-27,2.180483
2016-01-28,2.134336
2016-01-29,2.065054
2016-02-01,2.072142
2016-02-02,2.072273
2016-02-03,2.073327
2016-02-04,2.066932
2016-02-05,2.078609
2016-02-08,2.051021
2016-02-09,2.085528
2016-02-10,2.084096
2016-02-11,2.064788
2016-02-12,2.050117
2016-02-15,2.053546
2016-02-16,2.098669
2016-02-17,2.072723
2016-02-18,2.021853
2016-02-19,1.989651
2016-02-22,1.965414
2016-02-23,1.97441
2016-02-24,1.909207
2016-02-25,1.936629
2016-02-26,1.956128
2016-02-29,1.901341
2016-03-01,1.962692
2016-03-02,2.047909
2016-03-03,2.02892
2016-03-04,2.049504
2016-03-07,2.048153
2016-03-08,2.043133
2016-03-09,2.052875
2016-03-10,1.988132
2016-03-11,2.009894
2016-03-14,1.98898
2016-03-15,2.026909
2016-03-16,2.003821
2016-03-17,1.936322
2016-03-18,1.883012
2016-03-21,1.898009
2016-03-22,1.887774
2016-03-23,1.908747
2016-03-24,1.870229
2016-03-29,1.818918
2016-03-30,1.819681
2016-03-31,1.811774
2016-04-01,1.780059
2016-04-04,1.777575
2016-04-05,1.756705
2016-04-06,1.796431
2016-04-07,1.801306
2016-04-08,1.803092
2016-04-11,1.849306
2016-04-12,1.887256
2016-04-13,1.856619
2016-04-14,1.862593
2016-04-15,1.847931
2016-04-18,1.862882
2016-04-19,1.9165
2016-04-20,1.900182
2016-04-21,1.972952
2016-04-22,2.000867
2016-04-25,2.068691
2016-04-26,2.064674
2016-04-27,2.077688
2016-04-28,2.051236
2016-04-29,2.062657
2016-05-02,2.031399
2016-05-03,1.97026
2016-05-04,2.003921
2016-05-05,1.987468
2016-05-06,1.975955
2016-05-09,1.962888
2016-05-10,1.934295
2016-05-11,1.980967
2016-05-12,1.997397
2016-05-13,1.971925
2016-05-16,1.981804
2016-05-17,1.957933
2016-05-18,1.99868
2016-05-19,1.977885
2016-05-20,1.977877
2016-05-23,1.975758
2016-05-24,1.965301
2016-05-25,1.932314
2016-05-26,1.927814
2016-05-27,1.916752
2016-05-30,1.942514
2016-05-31,1.924872
2016-06-01,1.891102
2016-06-02,1.885439
2016-06-03,1.822408
2016-06-06,1.813914
2016-06-07,1.78119
2016-06-08,1.758024
2016-06-09,1.655612
2016-06-10,1.644733
2016-06-13,1.684695
2016-06-14,1.677689
2016-06-15,1.686085
2016-06-16,1.682565
2016-06-17,1.698929
2016-06-20,1.705883
2016-06-21,1.710127
2016-06-22,1.72523
2016-06-23,1.741175
2016-06-24,1.625188
2016-06-27,1.499562
2016-06-28,1.478152
2016-06-29,1.442853
2016-06-30,1.418133
2016-07-01,1.390724
2016-07-04,1.40988
2016-07-05,1.381745
2016-07-06,1.333358
2016-07-07,1.366692
2016-07-08,1.321982
2016-07-11,1.333707
2016-07-12,1.387809
2016-07-13,1.356537
2016-07-14,1.420944
2016-07-15,1.430117
2016-07-18,1.429378
2016-07-19,1.418067
2016-07-20,1.430716
2016-07-21,1.43041
2016-07-22,1.403242
2016-07-25,1.357816
2016-07-26,1.339654
2016-07-27,1.322664
2016-07-28,1.303025
2016-07-29,1.268198
2016-08-01,1.262
2016-08-02,1.331256
2016-08-03,1.310755
2016-08-04,1.298984
2016-08-05,1.314448
2016-08-08,1.328228
2016-08-09,1.307483
2016-08-10,1.267367
2016-08-11,1.259625
2016-08-12,1.265457
2016-08-15,1.299163
2016-08-16,1.313892
2016-08-17,1.318342
2016-08-18,1.272081
2016-08-19,1.296741
2016-08-22,1.251867
2016-08-23,1.245217
2016-08-24,1.257291
2016-08-25,1.290931
2016-08-26,1.278556
2016-08-29,1.302348
2016-08-30,1.276775
2016-08-31,1.288062
2016-09-01,1.363776
2016-09-02,1.370582
2016-09-05,1.376595
2016-09-06,1.326192
2016-09-07,1.258714
2016-09-08,1.343416
2016-09-09,1.489336
2016-09-12,1.502798
2016-09-13,1.500087
2016-09-14,1.518815
2016-09-15,1.57152
2016-09-16,1.553187
2016-09-19,1.553045
2016-09-20,1.469951
2016-09-21,1.474904
2016-09-22,1.363589
2016-09-23,1.365634
2016-09-26,1.343796
2016-09-27,1.337578
2016-09-28,1.329785
2016-09-29,1.344921
2016-09-30,1.326167
2016-10-03,1.353347
2016-10-04,1.394671
2016-10-05,1.489645
2016-10-06,1.513013
2016-10-07,1.522252
2016-10-10,1.564786
2016-10-11,1.554333
2016-10-12,1.576115
2016-10-13,1.540356
2016-10-14,1.575373
2016-10-17,1.57712
2016-10-18,1.563973
