model,train_years,horizon,horizon_days,checkpoint_index,checkpoint_date,rmse,rmdse
MLP,1Y,2M,42,1532,2010-09-16,1.6468756198883057,1.0136406421661377
MLP,1Y,2M,42,1542,2010-09-30,1.9185751676559448,1.3653366565704346
MLP,1Y,2M,42,1552,2010-10-14,1.469188928604126,0.7904958724975586
MLP,1Y,2M,42,1562,2010-10-28,1.5090118646621704,0.9391146898269653
MLP,1Y,2M,42,1572,2010-11-11,1.4777870178222656,0.99315345287323
MLP,1Y,2M,42,1582,2010-11-25,1.278022050857544,0.8406391143798828
MLP,1Y,2M,42,1592,2010-12-09,1.672408938407898,0.8460503220558167
MLP,1Y,2M,42,1602,2010-12-23,1.128445029258728,0.7817584276199341
MLP,1Y,2M,42,1612,2011-01-10,1.2404743432998657,0.7580519914627075
MLP,1Y,2M,42,1622,2011-01-24,1.4032655954360962,0.8128867745399475
MLP,1Y,2M,42,1632,2011-02-07,1.2462565898895264,0.7629517316818237
MLP,1Y,2M,42,1642,2011-02-21,1.2029962539672852,0.9009850025177002
MLP,1Y,2M,42,1652,2011-03-07,1.3372173309326172,0.9757764935493469
MLP,1Y,2M,42,1662,2011-03-21,1.1073501110076904,0.7242613434791565
MLP,1Y,2M,42,1672,2011-04-04,1.3068268299102783,0.8814845085144043
MLP,1Y,2M,42,1682,2011-04-18,1.8536144495010376,1.6796072721481323
MLP,1Y,2M,42,1692,2011-05-04,1.2953373193740845,0.9498013854026794
MLP,1Y,2M,42,1702,2011-05-18,1.2280205488204956,0.808010995388031
MLP,1Y,2M,42,1712,2011-06-01,1.292610764503479,0.8134999871253967
MLP,1Y,2M,42,1722,2011-06-15,1.841317892074585,1.1824474334716797
MLP,1Y,2M,42,1732,2011-06-29,2.0723698139190674,1.3930728435516357
MLP,1Y,2M,42,1742,2011-07-13,2.4389309883117676,1.5876275300979614
MLP,1Y,2M,42,1752,2011-07-27,2.690457344055176,1.959944486618042
MLP,1Y,2M,42,1762,2011-08-10,2.746190071105957,2.018993377685547
MLP,1Y,2M,42,1772,2011-08-24,2.740312337875366,1.8268942832946777
MLP,1Y,2M,42,1782,2011-09-07,2.6945900917053223,1.9059778451919556
MLP,1Y,2M,42,1792,2011-09-21,2.5051040649414062,1.5365129709243774
MLP,1Y,2M,42,1802,2011-10-05,2.4219114780426025,1.4024856090545654
MLP,1Y,2M,42,1812,2011-10-19,2.7377665042877197,1.8408972024917603
MLP,1Y,2M,42,1822,2011-11-02,2.535244941711426,1.7254762649536133
MLP,1Y,2M,42,1832,2011-11-16,2.226741313934326,1.4786771535873413
MLP,1Y,2M,42,1842,2011-11-30,1.63169264793396,1.2812678813934326
MLP,1Y,2M,42,1852,2011-12-14,1.3070628643035889,0.8902420401573181
MLP,1Y,2M,42,1862,2011-12-29,1.2154595851898193,0.9285880327224731
MLP,1Y,2M,42,1872,2012-01-12,1.2612648010253906,0.7663382291793823
MLP,1Y,2M,42,1882,2012-01-26,1.1928496360778809,0.7998058795928955
MLP,1Y,2M,42,1892,2012-02-09,1.4933849573135376,0.803353488445282
MLP,1Y,2M,42,1902,2012-02-23,1.5541929006576538,0.9746991991996765
MLP,1Y,2M,42,1912,2012-03-08,1.6540371179580688,0.889080286026001
MLP,1Y,2M,42,1922,2012-03-22,1.6000332832336426,1.4884973764419556
MLP,1Y,2M,42,1932,2012-04-05,1.6465187072753906,1.1254115104675293
MLP,1Y,2M,42,1942,2012-04-23,1.8123104572296143,1.300468921661377
MLP,1Y,2M,42,1952,2012-05-07,1.6627418994903564,0.9408397674560547
MLP,1Y,2M,42,1962,2012-05-21,1.630047082901001,0.9317835569381714
MLP,1Y,2M,42,1972,2012-06-04,1.9608395099639893,0.7627549171447754
MLP,1Y,2M,42,1982,2012-06-18,1.8440232276916504,1.2218419313430786
MLP,1Y,2M,42,1992,2012-07-02,1.6801778078079224,0.8081598281860352
MLP,1Y,2M,42,2002,2012-07-16,1.7775168418884277,0.9856961965560913
MLP,1Y,2M,42,2012,2012-07-30,1.477006435394287,0.8928074836730957
MLP,1Y,2M,42,2022,2012-08-13,1.272698163986206,0.6378716230392456
MLP,1Y,2M,42,2032,2012-08-27,1.3605562448501587,0.7595170736312866
MLP,1Y,2M,42,2042,2012-09-10,1.2397325038909912,0.7650462985038757
MLP,1Y,2M,42,2052,2012-09-24,1.22459077835083,0.7807941436767578
MLP,1Y,2M,42,2062,2012-10-08,1.0646352767944336,0.5727791786193848
MLP,1Y,2M,42,2072,2012-10-22,0.9743095636367798,0.6740149259567261
MLP,1Y,2M,42,2082,2012-11-05,0.9934436678886414,0.6044184565544128
MLP,1Y,2M,42,2092,2012-11-19,0.8615888357162476,0.4337833821773529
MLP,1Y,2M,42,2102,2012-12-03,0.8600288033485413,0.40039846301078796
MLP,1Y,2M,42,2112,2012-12-17,1.0552207231521606,0.540877103805542
MLP,1Y,2M,42,2122,2013-01-03,1.14401113986969,0.6585622429847717
MLP,1Y,2M,42,2132,2013-01-17,1.3521687984466553,0.8264549374580383
MLP,1Y,2M,42,2142,2013-01-31,1.491268277168274,0.998837947845459
MLP,1Y,2M,42,2152,2013-02-14,1.350211262702942,1.0048161745071411
MLP,1Y,2M,42,2162,2013-02-28,1.537353515625,1.0820939540863037
MLP,1Y,2M,42,2172,2013-03-14,1.1577643156051636,0.6642828583717346
MLP,1Y,2M,42,2182,2013-03-28,1.1674929857254028,0.5558082461357117
MLP,1Y,2M,42,2192,2013-04-15,1.1070997714996338,0.8676436543464661
MLP,1Y,2M,42,2202,2013-04-29,1.1042842864990234,0.6584577560424805
MLP,1Y,2M,42,2212,2013-05-13,1.218024730682373,0.7251952886581421
MLP,1Y,2M,42,2222,2013-05-27,1.2552955150604248,0.7804455757141113
MLP,1Y,2M,42,2232,2013-06-10,1.2980207204818726,0.7727755904197693
MLP,1Y,2M,42,2242,2013-06-24,1.2519712448120117,0.5800879597663879
MLP,1Y,2M,42,2252,2013-07-08,1.0348232984542847,0.6498507857322693
MLP,1Y,2M,42,2262,2013-07-22,0.8851088881492615,0.6196178197860718
MLP,1Y,2M,42,2272,2013-08-05,0.9381741285324097,0.643211841583252
MLP,1Y,2M,42,2282,2013-08-19,1.0612398386001587,0.5937062501907349
MLP,1Y,2M,42,2292,2013-09-02,0.9543028473854065,0.508795976638794
MLP,1Y,2M,42,2302,2013-09-16,0.9374591708183289,0.6173732280731201
MLP,1Y,2M,42,2312,2013-09-30,1.000359296798706,0.5730445384979248
MLP,1Y,2M,42,2322,2013-10-14,1.1221652030944824,0.7819402813911438
MLP,1Y,2M,42,2332,2013-10-28,1.0488057136535645,0.6780451536178589
MLP,1Y,2M,42,2342,2013-11-11,1.360493779182434,0.77963787317276
MLP,1Y,2M,42,2352,2013-11-25,1.266798734664917,0.9015186429023743
MLP,1Y,2M,42,2362,2013-12-09,1.30272376537323,0.8557259440422058
MLP,1Y,2M,42,2372,2013-12-23,1.3745349645614624,0.6873276233673096
MLP,1Y,2M,42,2382,2014-01-09,1.2322945594787598,0.5343452095985413
MLP,1Y,2M,42,2392,2014-01-23,1.1337902545928955,0.5439198017120361
MLP,1Y,2M,42,2402,2014-02-06,1.082998514175415,0.7106291651725769
MLP,1Y,2M,42,2412,2014-02-20,1.023512363433838,0.6019708514213562
MLP,1Y,2M,42,2422,2014-03-06,1.0276117324829102,0.7439740300178528
MLP,1Y,2M,42,2432,2014-03-20,0.9596636295318604,0.6200944781303406
MLP,1Y,2M,42,2442,2014-04-03,0.9827985167503357,0.7256195545196533
MLP,1Y,2M,42,2452,2014-04-17,0.6844916343688965,0.5080273151397705
MLP,1Y,2M,42,2462,2014-05-05,0.957600474357605,0.7844067811965942
MLP,1Y,2M,42,2472,2014-05-19,0.9238103032112122,0.568125307559967
MLP,1Y,2M,42,2482,2014-06-02,0.924460768699646,0.7274771332740784
MLP,1Y,2M,42,2492,2014-06-16,1.0561827421188354,0.8006773591041565
MLP,1Y,2M,42,2502,2014-06-30,1.0486650466918945,0.9053495526313782
MLP,1Y,2M,42,2512,2014-07-14,1.1827363967895508,0.8376235961914062
MLP,1Y,2M,42,2522,2014-07-28,0.9251322746276855,0.6232717633247375
MLP,1Y,2M,42,2532,2014-08-11,1.0263968706130981,0.7068195939064026
MLP,1Y,2M,42,2542,2014-08-25,1.2987520694732666,0.6944651007652283
MLP,1Y,2M,42,2552,2014-09-08,1.450714349746704,0.7721372246742249
MLP,1Y,2M,42,2562,2014-09-22,1.4151041507720947,0.9423267245292664
MLP,1Y,2M,42,2572,2014-10-06,1.4161795377731323,0.8465651869773865
MLP,1Y,2M,42,2582,2014-10-20,1.562893271446228,0.9513667225837708
MLP,1Y,2M,42,2592,2014-11-03,1.7943115234375,0.9016091823577881
MLP,1Y,2M,42,2602,2014-11-17,1.9183738231658936,0.9429891109466553
MLP,1Y,2M,42,2612,2014-12-01,1.8400684595108032,1.112573504447937
MLP,1Y,2M,42,2622,2014-12-15,1.7943867444992065,1.1593114137649536
MLP,1Y,2M,42,2632,2014-12-31,1.7724453210830688,1.260270357131958
MLP,1Y,2M,42,2642,2015-01-15,0.9591777324676514,0.7824347615242004
MLP,1Y,2M,42,2652,2015-01-29,1.16970956325531,0.7969735264778137
MLP,1Y,2M,42,2662,2015-02-12,1.0069992542266846,0.7948972582817078
MLP,1Y,2M,42,2672,2015-02-26,1.1913937330245972,0.8653101325035095
MLP,1Y,2M,42,2682,2015-03-12,1.2726318836212158,0.7681664824485779
MLP,1Y,2M,42,2692,2015-03-26,1.2159967422485352,0.8775271773338318
MLP,1Y,2M,42,2702,2015-04-13,1.3435591459274292,0.9693766236305237
MLP,1Y,2M,42,2712,2015-04-27,1.637251853942871,0.8694918751716614
MLP,1Y,2M,42,2722,2015-05-11,1.583507776260376,0.9454792737960815
MLP,1Y,2M,42,2732,2015-05-25,2.373443841934204,1.7766735553741455
MLP,1Y,2M,42,2742,2015-06-08,1.7573215961456299,1.0706969499588013
MLP,1Y,2M,42,2752,2015-06-22,1.8147962093353271,1.1364463567733765
MLP,1Y,2M,42,2762,2015-07-06,1.8951401710510254,1.2041486501693726
MLP,1Y,2M,42,2772,2015-07-20,2.0015745162963867,1.6091798543930054
MLP,1Y,2M,42,2782,2015-08-03,2.134328842163086,1.4911471605300903
MLP,1Y,2M,42,2792,2015-08-17,2.1130316257476807,1.564360499382019
MLP,1Y,2M,42,2802,2015-08-31,1.7823439836502075,1.187536597251892
MLP,1Y,2M,42,2812,2015-09-14,1.7862684726715088,1.2044575214385986
MLP,1Y,2M,42,2822,2015-09-28,1.6107276678085327,1.033840298652649
MLP,1Y,2M,42,2832,2015-10-12,1.4047682285308838,0.8176080584526062
MLP,1Y,2M,42,2842,2015-10-26,1.4704937934875488,0.8204130530357361
MLP,1Y,2M,42,2852,2015-11-09,1.5624393224716187,1.11212158203125
MLP,1Y,2M,42,2862,2015-11-23,1.6440390348434448,1.0579791069030762
MLP,1Y,2M,42,2872,2015-12-07,1.6710599660873413,1.317824363708496
MLP,1Y,2M,42,2882,2015-12-21,2.0195772647857666,1.5962836742401123
MLP,1Y,2M,42,2892,2016-01-06,1.9565972089767456,1.3794976472854614
MLP,1Y,2M,42,2902,2016-01-20,1.9338079690933228,1.3234357833862305
MLP,1Y,2M,42,2912,2016-02-03,1.8025835752487183,1.1771609783172607
MLP,1Y,2M,42,2922,2016-02-17,1.4885653257369995,0.8201111555099487
MLP,1Y,2M,42,2932,2016-03-02,1.3728089332580566,0.8039106130599976
MLP,1Y,2M,42,2942,2016-03-16,1.3123575448989868,0.6298785209655762
MLP,1Y,2M,42,2952,2016-04-01,1.3389716148376465,0.7299509644508362
MLP,1Y,2M,42,2962,2016-04-15,1.308671474456787,0.7986009120941162
MLP,1Y,2M,42,2972,2016-04-29,1.9624571800231934,1.1236573457717896
MLP,1Y,2M,42,2982,2016-05-13,1.9992945194244385,1.163451075553894
MLP,1Y,2M,42,2992,2016-05-27,2.052032709121704,1.1009780168533325
MLP,1Y,2M,42,3002,2016-06-10,2.0715949535369873,1.171627163887024
MLP,1Y,2M,42,3012,2016-06-24,1.1864346265792847,0.7830221056938171
MLP,1Y,2M,42,3022,2016-07-08,1.1936300992965698,0.8520838618278503
MLP,1Y,2M,42,3032,2016-07-22,1.1960079669952393,0.7325469255447388
MLP,1Y,2M,42,3042,2016-08-05,1.0729175806045532,0.6370021104812622
MLP,1Y,2M,42,3052,2016-08-19,0.9957455396652222,0.7207473516464233
MLP,1Y,2M,42,3062,2016-09-02,0.966678261756897,0.5667763352394104
MLP,1Y,2M,42,3072,2016-09-16,0.9885297417640686,0.5045456886291504
MLP,1Y,2M,42,3082,2016-09-30,0.7555959224700928,0.4667516052722931
MLP,1Y,2M,42,3092,2016-10-14,0.976989209651947,0.682981550693512
MLP,1Y,2M,42,3102,2016-10-28,0.7043758630752563,0.5531289577484131
MLP,1Y,2M,42,3112,2016-11-11,0.7530065178871155,0.5255678296089172
MLP,1Y,2M,42,3122,2016-11-25,1.0468789339065552,0.6149623394012451
MLP,1Y,2M,42,3132,2016-12-09,0.5851458311080933,0.2993532419204712
MLP,1Y,2M,42,3142,2016-12-23,0.8413915634155273,0.507224440574646
MLP,1Y,2M,42,3152,2017-01-09,0.7296410799026489,0.43679317831993103
MLP,1Y,2M,42,3162,2017-01-23,0.7145178914070129,0.4895743131637573
MLP,1Y,2M,42,3172,2017-02-06,0.6674219965934753,0.411719411611557
MLP,1Y,2M,42,3182,2017-02-20,0.664197564125061,0.3857745826244354
MLP,1Y,2M,42,3192,2017-03-06,0.8456013798713684,0.31139615178108215
MLP,1Y,2M,42,3202,2017-03-20,0.8179661631584167,0.3294624388217926
MLP,1Y,2M,42,3212,2017-04-03,0.8432918190956116,0.35110896825790405
MLP,1Y,2M,42,3222,2017-04-19,0.8125765919685364,0.3039470314979553
MLP,1Y,2M,42,3232,2017-05-03,0.6741366982460022,0.5020653009414673
MLP,1Y,2M,42,3242,2017-05-17,0.7767632603645325,0.5001176595687866
MLP,1Y,2M,42,3252,2017-05-31,0.8662596344947815,0.5669341683387756
MLP,1Y,2M,42,3262,2017-06-14,0.7777469754219055,0.6477332711219788
MLP,1Y,2M,42,3272,2017-06-28,0.7343354821205139,0.45235931873321533
MLP,1Y,2M,42,3282,2017-07-12,0.6535124182701111,0.4705570936203003
MLP,1Y,2M,42,3292,2017-07-26,0.6532596945762634,0.39348727464675903
MLP,1Y,2M,42,3302,2017-08-09,0.6843830943107605,0.4615839719772339
MLP,1Y,2M,42,3312,2017-08-23,0.5023415684700012,0.3626880943775177
MLP,1Y,2M,42,3322,2017-09-06,0.6217353343963623,0.4115893244743347
MLP,1Y,2M,42,3332,2017-09-20,0.5602152943611145,0.3805411458015442
MLP,1Y,2M,42,3342,2017-10-04,0.7119548916816711,0.35571184754371643
MLP,1Y,2M,42,3352,2017-10-18,1.1730973720550537,0.46046772599220276
MLP,1Y,2M,42,3362,2017-11-01,1.143506646156311,0.721905529499054
MLP,1Y,2M,42,3372,2017-11-15,0.8804990649223328,0.6374555826187134
MLP,1Y,2M,42,3382,2017-11-29,1.2662196159362793,0.5952332019805908
MLP,1Y,2M,42,3392,2017-12-13,0.9631682634353638,0.6401716470718384
MLP,1Y,2M,42,3402,2017-12-29,1.0099143981933594,0.571091890335083
MLP,1Y,2M,42,3412,2018-01-15,1.3072890043258667,0.39755141735076904
MLP,1Y,2M,42,3422,2018-01-29,1.3464986085891724,0.9418119788169861
MLP,1Y,2M,42,3432,2018-02-12,1.28680419921875,1.010035514831543
MLP,1Y,2M,42,3442,2018-02-26,0.9113695621490479,0.6371156573295593
MLP,1Y,2M,42,3452,2018-03-12,0.9681840538978577,0.7015129923820496
MLP,1Y,2M,42,3462,2018-03-26,0.7988656759262085,0.4881421625614166
MLP,1Y,2M,42,3472,2018-04-11,0.707578182220459,0.5205626487731934
MLP,1Y,2M,42,3482,2018-04-25,0.786992609500885,0.45218077301979065
MLP,1Y,2M,42,3492,2018-05-09,1.2357568740844727,0.7167707085609436
MLP,1Y,2M,42,3502,2018-05-23,0.9523280262947083,0.5767090320587158
MLP,1Y,2M,42,3512,2018-06-06,1.231391191482544,0.9921251535415649
MLP,1Y,2M,42,3522,2018-06-20,1.0003068447113037,0.4726136326789856
MLP,1Y,2M,42,3532,2018-07-04,0.7004171013832092,0.5215022563934326
MLP,1Y,2M,42,3542,2018-07-18,0.8007659316062927,0.5875771641731262
MLP,1Y,2M,42,3552,2018-08-01,0.774975597858429,0.37054184079170227
MLP,1Y,2M,42,3562,2018-08-15,0.8334202170372009,0.5574830174446106
MLP,1Y,2M,42,3572,2018-08-29,1.0786820650100708,0.7323389649391174
MLP,1Y,2M,42,3582,2018-09-12,1.1135801076889038,0.8353816866874695
MLP,1Y,2M,42,3592,2018-09-26,1.0566861629486084,0.8695892691612244
MLP,1Y,2M,42,3602,2018-10-10,1.1663414239883423,0.8042382597923279
MLP,1Y,2M,42,3612,2018-10-24,1.0464917421340942,0.7525686621665955
MLP,1Y,2M,42,3622,2018-11-07,1.1693263053894043,0.8197755813598633
MLP,1Y,2M,42,3632,2018-11-21,1.0887738466262817,0.8807268142700195
MLP,1Y,2M,42,3642,2018-12-05,1.1161543130874634,0.5494726300239563
MLP,1Y,2M,42,3652,2018-12-19,1.0862517356872559,0.6001285910606384
MLP,1Y,2M,42,3662,2019-01-07,1.2152506113052368,0.9234291315078735
MLP,1Y,2M,42,3672,2019-01-21,0.9030172228813171,0.5672152042388916
MLP,1Y,2M,42,3682,2019-02-04,0.8764169216156006,0.3922528624534607
MLP,1Y,2M,42,3692,2019-02-18,0.7871586084365845,0.36547455191612244
MLP,1Y,2M,42,3702,2019-03-04,0.819770097732544,0.4906691014766693
MLP,1Y,2M,42,3712,2019-03-18,1.028206706047058,0.571204423904419
MLP,1Y,2M,42,3722,2019-04-01,0.870638370513916,0.470528781414032
MLP,1Y,2M,42,3732,2019-04-15,1.7118971347808838,1.1723744869232178
MLP,1Y,2M,42,3742,2019-05-01,1.2708395719528198,0.9479209184646606
MLP,1Y,2M,42,3752,2019-05-15,1.3548049926757812,0.9614621996879578
MLP,1Y,2M,42,3762,2019-05-29,1.4971215724945068,0.8228816986083984
MLP,1Y,2M,42,3772,2019-06-12,1.2156938314437866,0.6609863638877869
MLP,1Y,2M,42,3782,2019-06-26,1.1265580654144287,0.5625741481781006
MLP,1Y,2M,42,3792,2019-07-10,1.0616177320480347,0.6421292424201965
MLP,1Y,2M,42,3802,2019-07-24,0.9555516839027405,0.43773478269577026
MLP,1Y,2M,42,3812,2019-08-07,1.4244999885559082,0.8808093070983887
MLP,1Y,2M,42,3822,2019-08-21,1.8931949138641357,1.0383821725845337
MLP,1Y,2M,42,3832,2019-09-04,1.6457382440567017,1.0630078315734863
MLP,1Y,2M,42,3842,2019-09-18,5.055127143859863,5.164406776428223
MLP,1Y,2M,42,3852,2019-10-02,0.8039939999580383,0.5860936045646667
MLP,1Y,2M,42,3862,2019-10-16,0.894157886505127,0.6080397963523865
MLP,1Y,2M,42,3872,2019-10-30,0.677004337310791,0.3857018053531647
MLP,1Y,2M,42,3882,2019-11-13,0.818379282951355,0.5862511396408081
MLP,1Y,2M,42,3892,2019-11-27,0.8311169743537903,0.45079609751701355
MLP,1Y,2M,42,3902,2019-12-11,0.946914553642273,0.5804198384284973
MLP,1Y,2M,42,3912,2019-12-27,1.0781141519546509,0.49262046813964844
MLP,1Y,2M,42,3922,2020-01-13,2.2426605224609375,0.7245807647705078
MLP,1Y,2M,42,3932,2020-01-27,3.7062127590179443,1.0703481435775757
MLP,1Y,2M,42,3942,2020-02-10,3.718386173248291,2.1054906845092773
MLP,1Y,2M,42,3952,2020-02-24,4.421357154846191,2.797703266143799
MLP,1Y,2M,42,3962,2020-03-09,4.006782531738281,2.3061130046844482
MLP,1Y,2M,42,3972,2020-03-23,2.877582550048828,2.0551276206970215
MLP,1Y,2M,42,3982,2020-04-06,2.742110013961792,1.92153799533844
MLP,1Y,2M,42,3992,2020-04-22,2.7015349864959717,2.2405552864074707
MLP,1Y,2M,42,4002,2020-05-06,2.87414813041687,1.9007102251052856
MLP,1Y,2M,42,4012,2020-05-20,2.851961135864258,2.2132251262664795
MLP,1Y,2M,42,4022,2020-06-03,1.737539291381836,1.0050731897354126
MLP,1Y,2M,42,4032,2020-06-17,1.486126184463501,0.8479534983634949
MLP,1Y,2M,42,4042,2020-07-01,1.3597769737243652,0.7697224020957947
MLP,1Y,2M,42,4052,2020-07-15,1.3238375186920166,0.7743387818336487
MLP,1Y,2M,42,4062,2020-07-29,1.463918685913086,0.7191659212112427
MLP,1Y,2M,42,4072,2020-08-12,1.2646288871765137,0.9551829695701599
MLP,1Y,2M,42,4082,2020-08-26,1.2668322324752808,0.7341158390045166
MLP,1Y,2M,42,4092,2020-09-09,1.418391227722168,0.6285855174064636
MLP,1Y,2M,42,4102,2020-09-23,1.6820935010910034,0.8071871399879456
MLP,1Y,2M,42,4112,2020-10-07,1.7032620906829834,0.8700512647628784
MLP,1Y,2M,42,4122,2020-10-21,1.6933315992355347,0.6451188325881958
MLP,1Y,2M,42,4132,2020-11-04,1.413771152496338,0.6351848244667053
MLP,1Y,2M,42,4142,2020-11-18,0.9107164144515991,0.4687843322753906
MLP,1Y,2M,42,4152,2020-12-02,0.9790862798690796,0.5672178864479065
MLP,1Y,2M,42,4162,2020-12-16,0.9690443277359009,0.5403850078582764
MLP,1Y,2M,42,4172,2020-12-31,1.0441040992736816,0.7532836198806763
MLP,1Y,2M,42,4182,2021-01-15,1.112442135810852,0.7978608012199402
MLP,1Y,2M,42,4192,2021-01-29,0.7983951568603516,0.5272678732872009
MLP,1Y,2M,42,4202,2021-02-12,0.7580735683441162,0.4740848243236542
MLP,1Y,2M,42,4212,2021-02-26,0.9735150337219238,0.5990657806396484
MLP,1Y,2M,42,4222,2021-03-12,0.8786784410476685,0.44563397765159607
MLP,1Y,2M,42,4232,2021-03-26,0.8504939079284668,0.42515870928764343
MLP,1Y,2M,42,4242,2021-04-13,0.9290373921394348,0.5530280470848083
MLP,1Y,2M,42,4252,2021-04-27,0.9424926042556763,0.44780999422073364
MLP,1Y,2M,42,4262,2021-05-11,0.8567361235618591,0.47847607731819153
MLP,1Y,2M,42,4272,2021-05-25,0.956576943397522,0.4479348361492157
MLP,1Y,2M,42,4282,2021-06-08,0.9622529149055481,0.5781452059745789
MLP,1Y,2M,42,4292,2021-06-22,0.9923948645591736,0.42156192660331726
MLP,1Y,2M,42,4302,2021-07-06,1.0887194871902466,0.6159692406654358
MLP,1Y,2M,42,4312,2021-07-20,0.770325779914856,0.5444779396057129
MLP,1Y,2M,42,4322,2021-08-03,0.9597126841545105,0.5215764045715332
MLP,1Y,2M,42,4332,2021-08-17,1.0281952619552612,0.7256137728691101
MLP,1Y,2M,42,4342,2021-08-31,1.0062538385391235,0.7573347091674805
MLP,1Y,2M,42,4352,2021-09-14,1.1511834859848022,0.8375267386436462
MLP,1Y,2M,42,4362,2021-09-28,0.8377106785774231,0.38904106616973877
MLP,1Y,2M,42,4372,2021-10-12,1.2794744968414307,0.6374378204345703
MLP,1Y,2M,42,4382,2021-10-26,1.2740451097488403,0.7240408062934875
MLP,1Y,2M,42,4392,2021-11-09,1.2772984504699707,0.8303158283233643
MLP,1Y,2M,42,4402,2021-11-23,1.4351286888122559,0.9080706834793091
MLP,1Y,2M,42,4412,2021-12-07,1.2347297668457031,0.9352485537528992
MLP,1Y,2M,42,4422,2021-12-21,1.4232382774353027,1.0515254735946655
MLP,1Y,2M,42,4432,2022-01-04,1.632422924041748,1.0220457315444946
MLP,1Y,2M,42,4442,2022-01-18,2.299208402633667,1.2718883752822876
MLP,1Y,2M,42,4452,2022-02-01,2.354008197784424,1.4504200220108032
MLP,1Y,2M,42,4462,2022-02-15,2.464754581451416,1.465408444404602
MLP,1Y,2M,42,4472,2022-03-01,2.736708164215088,1.6149592399597168
MLP,1Y,2M,42,4482,2022-03-15,2.084747314453125,1.569708228111267
MLP,1Y,2M,42,4492,2022-03-29,1.6297038793563843,1.120880365371704
MLP,1Y,2M,42,4502,2022-04-12,1.5156707763671875,1.1522661447525024
MLP,1Y,2M,42,4512,2022-04-28,1.650557041168213,1.2716656923294067
MLP,1Y,2M,42,4522,2022-05-12,1.6919808387756348,1.1876959800720215
MLP,1Y,2M,42,4532,2022-05-26,1.4956830739974976,1.1367380619049072
MLP,1Y,2M,42,4542,2022-06-09,3.570854902267456,1.3142948150634766
MLP,1Y,2M,42,4552,2022-06-23,8.792040824890137,2.094818115234375
MLP,1Y,2M,42,4562,2022-07-07,11.069038391113281,7.66461181640625
MLP,1Y,2M,42,4572,2022-07-21,8.377686500549316,5.508184909820557
MLP,1Y,2M,42,4582,2022-08-04,2.2916667461395264,1.890325903892517
MLP,1Y,2M,42,4592,2022-08-18,1.5891063213348389,1.1128135919570923
MLP,1Y,2M,42,4602,2022-09-01,2.250615119934082,1.7936097383499146
MLP,1Y,2M,42,4612,2022-09-15,1.3201019763946533,0.947189211845398
MLP,1Y,2M,42,4622,2022-09-29,1.6723740100860596,0.9652363061904907
MLP,1Y,2M,42,4632,2022-10-13,1.3042078018188477,0.807898998260498
MLP,1Y,2M,42,4642,2022-10-27,1.14861261844635,0.5781359672546387
MLP,1Y,2M,42,4652,2022-11-10,1.3380272388458252,0.9406378269195557
MLP,1Y,2M,42,4662,2022-11-24,1.1641454696655273,0.7183116674423218
MLP,1Y,2M,42,4672,2022-12-08,1.1677173376083374,0.6234436631202698
MLP,1Y,2M,42,4682,2022-12-22,0.8933992385864258,0.6603051424026489
MLP,1Y,2M,42,4692,2023-01-06,1.1321966648101807,0.7702393531799316
MLP,1Y,2M,42,4702,2023-01-20,1.386110544204712,0.8914774656295776
MLP,1Y,2M,42,4712,2023-02-03,1.3792866468429565,0.7864094972610474
MLP,1Y,2M,42,4722,2023-02-17,1.353678584098816,0.7231635451316833
MLP,1Y,2M,42,4732,2023-03-03,1.2578446865081787,0.6189051866531372
