model,train_years,horizon,horizon_days,checkpoint_index,checkpoint_date,rmse,rmdse
MLP,1Y,6M,126,1592,2010-12-09,1.187129020690918,0.7900557518005371
MLP,1Y,6M,126,1602,2010-12-23,1.38715660572052,0.9405087828636169
MLP,1Y,6M,126,1612,2011-01-10,1.499516487121582,0.8596138954162598
MLP,1Y,6M,126,1622,2011-01-24,1.4365421533584595,1.0833626985549927
MLP,1Y,6M,126,1632,2011-02-07,1.7735240459442139,1.1125130653381348
MLP,1Y,6M,126,1642,2011-02-21,1.6678924560546875,0.9563299417495728
MLP,1Y,6M,126,1652,2011-03-07,1.7345118522644043,0.9309463500976562
MLP,1Y,6M,126,1662,2011-03-21,1.705938458442688,0.8379086256027222
MLP,1Y,6M,126,1672,2011-04-04,1.9779831171035767,1.1805810928344727
MLP,1Y,6M,126,1682,2011-04-18,2.093334913253784,1.398015022277832
MLP,1Y,6M,126,1692,2011-05-04,2.1289119720458984,1.357288122177124
MLP,1Y,6M,126,1702,2011-05-18,2.2108566761016846,1.3783358335494995
MLP,1Y,6M,126,1712,2011-06-01,2.2534492015838623,1.4547027349472046
MLP,1Y,6M,126,1722,2011-06-15,2.310098171234131,1.4415268898010254
MLP,1Y,6M,126,1732,2011-06-29,2.3646774291992188,1.5674928426742554
MLP,1Y,6M,126,1742,2011-07-13,2.310777425765991,1.4981071949005127
MLP,1Y,6M,126,1752,2011-07-27,2.3121438026428223,1.5341235399246216
MLP,1Y,6M,126,1762,2011-08-10,2.3094394207000732,1.607939600944519
MLP,1Y,6M,126,1772,2011-08-24,2.16455340385437,1.3142660856246948
MLP,1Y,6M,126,1782,2011-09-07,2.0616676807403564,1.195717215538025
MLP,1Y,6M,126,1792,2011-09-21,1.9675774574279785,1.14032781124115
MLP,1Y,6M,126,1802,2011-10-05,1.8847538232803345,1.1951595544815063
MLP,1Y,6M,126,1812,2011-10-19,1.9872663021087646,1.0767459869384766
MLP,1Y,6M,126,1822,2011-11-02,1.951651930809021,1.1138898134231567
MLP,1Y,6M,126,1832,2011-11-16,1.839627742767334,0.9967222809791565
MLP,1Y,6M,126,1842,2011-11-30,1.7328041791915894,1.0500080585479736
MLP,1Y,6M,126,1852,2011-12-14,1.5490552186965942,1.0285773277282715
MLP,1Y,6M,126,1862,2011-12-29,1.4481569528579712,0.7757421731948853
MLP,1Y,6M,126,1872,2012-01-12,1.4142885208129883,0.8544545769691467
MLP,1Y,6M,126,1882,2012-01-26,2.039856433868408,1.4369691610336304
MLP,1Y,6M,126,1892,2012-02-09,1.7642346620559692,1.117844581604004
MLP,1Y,6M,126,1902,2012-02-23,1.649236798286438,1.0361602306365967
MLP,1Y,6M,126,1912,2012-03-08,1.6558210849761963,1.06034517288208
MLP,1Y,6M,126,1922,2012-03-22,1.6892399787902832,1.060012698173523
MLP,1Y,6M,126,1932,2012-04-05,1.6065263748168945,0.9940811991691589
MLP,1Y,6M,126,1942,2012-04-23,1.706427812576294,1.049195408821106
MLP,1Y,6M,126,1952,2012-05-07,1.6017377376556396,1.00216805934906
MLP,1Y,6M,126,1962,2012-05-21,1.5350781679153442,0.8439491987228394
MLP,1Y,6M,126,1972,2012-06-04,1.6448966264724731,0.9498031139373779
MLP,1Y,6M,126,1982,2012-06-18,1.4904532432556152,0.8430208563804626
MLP,1Y,6M,126,1992,2012-07-02,1.3886595964431763,0.7922890186309814
MLP,1Y,6M,126,2002,2012-07-16,1.366822361946106,0.6081456542015076
MLP,1Y,6M,126,2012,2012-07-30,1.176011323928833,0.5927562713623047
MLP,1Y,6M,126,2022,2012-08-13,1.272324800491333,0.8446857333183289
MLP,1Y,6M,126,2032,2012-08-27,1.087461233139038,0.5638355612754822
MLP,1Y,6M,126,2042,2012-09-10,1.3803470134735107,0.7504230737686157
MLP,1Y,6M,126,2052,2012-09-24,1.2358165979385376,0.7278319597244263
MLP,1Y,6M,126,2062,2012-10-08,1.0988669395446777,0.5520347356796265
MLP,1Y,6M,126,2072,2012-10-22,1.1941897869110107,0.6058484315872192
MLP,1Y,6M,126,2082,2012-11-05,1.2176587581634521,0.705559253692627
MLP,1Y,6M,126,2092,2012-11-19,1.1284501552581787,0.5921475887298584
MLP,1Y,6M,126,2102,2012-12-03,1.2058278322219849,0.7217091917991638
MLP,1Y,6M,126,2112,2012-12-17,1.3325612545013428,0.8901510238647461
MLP,1Y,6M,126,2122,2013-01-03,1.1804065704345703,0.695521891117096
MLP,1Y,6M,126,2132,2013-01-17,1.4629602432250977,0.8948480486869812
MLP,1Y,6M,126,2142,2013-01-31,1.2856616973876953,0.8355779647827148
MLP,1Y,6M,126,2152,2013-02-14,1.2216129302978516,0.6905828714370728
MLP,1Y,6M,126,2162,2013-02-28,1.1950398683547974,0.6599106788635254
MLP,1Y,6M,126,2172,2013-03-14,1.1815063953399658,0.7454415559768677
MLP,1Y,6M,126,2182,2013-03-28,1.2107905149459839,0.7984562516212463
MLP,1Y,6M,126,2192,2013-04-15,1.1812461614608765,0.7262935638427734
MLP,1Y,6M,126,2202,2013-04-29,1.0871384143829346,0.6115788221359253
MLP,1Y,6M,126,2212,2013-05-13,1.0840885639190674,0.63316810131073
MLP,1Y,6M,126,2222,2013-05-27,1.0857094526290894,0.6830903887748718
MLP,1Y,6M,126,2232,2013-06-10,1.0091944932937622,0.5963383913040161
MLP,1Y,6M,126,2242,2013-06-24,1.0080212354660034,0.5944820046424866
MLP,1Y,6M,126,2252,2013-07-08,0.9874125123023987,0.5857354402542114
MLP,1Y,6M,126,2262,2013-07-22,1.0936559438705444,0.6840481162071228
MLP,1Y,6M,126,2272,2013-08-05,1.2387542724609375,0.6552062034606934
MLP,1Y,6M,126,2282,2013-08-19,1.333896517753601,0.8798328638076782
MLP,1Y,6M,126,2292,2013-09-02,1.1881686449050903,0.7002190947532654
MLP,1Y,6M,126,2302,2013-09-16,1.3804839849472046,0.75722736120224
MLP,1Y,6M,126,2312,2013-09-30,1.242543339729309,0.7443023920059204
MLP,1Y,6M,126,2322,2013-10-14,2.391392707824707,1.2529573440551758
MLP,1Y,6M,126,2332,2013-10-28,1.848244071006775,1.0803940296173096
MLP,1Y,6M,126,2342,2013-11-11,1.5482558012008667,0.8105334639549255
MLP,1Y,6M,126,2352,2013-11-25,2.088341474533081,1.2326955795288086
MLP,1Y,6M,126,2362,2013-12-09,1.735959529876709,1.2054647207260132
MLP,1Y,6M,126,2372,2013-12-23,1.151421070098877,0.758682131767273
MLP,1Y,6M,126,2382,2014-01-09,0.9657169580459595,0.5433112978935242
MLP,1Y,6M,126,2392,2014-01-23,1.0378495454788208,0.6337235569953918
MLP,1Y,6M,126,2402,2014-02-06,0.9466826319694519,0.5808601379394531
MLP,1Y,6M,126,2412,2014-02-20,0.9594544172286987,0.5850991606712341
MLP,1Y,6M,126,2422,2014-03-06,1.0411533117294312,0.7310906052589417
MLP,1Y,6M,126,2432,2014-03-20,1.0576714277267456,0.7599743604660034
MLP,1Y,6M,126,2442,2014-04-03,0.8749263882637024,0.6834082007408142
MLP,1Y,6M,126,2452,2014-04-17,1.0715454816818237,0.6903862357139587
MLP,1Y,6M,126,2462,2014-05-05,1.4609774351119995,1.0432432889938354
MLP,1Y,6M,126,2472,2014-05-19,1.4675486087799072,0.9352523684501648
MLP,1Y,6M,126,2482,2014-06-02,1.3882297277450562,1.0094343423843384
MLP,1Y,6M,126,2492,2014-06-16,1.2351346015930176,0.8957445025444031
MLP,1Y,6M,126,2502,2014-06-30,1.5214444398880005,0.8979203701019287
MLP,1Y,6M,126,2512,2014-07-14,1.330230474472046,0.8661531805992126
MLP,1Y,6M,126,2522,2014-07-28,1.4542475938796997,0.9086143970489502
MLP,1Y,6M,126,2532,2014-08-11,1.7333571910858154,1.1193897724151611
MLP,1Y,6M,126,2542,2014-08-25,1.7315568923950195,0.9512344002723694
MLP,1Y,6M,126,2552,2014-09-08,1.630475401878357,0.9378912448883057
