model,Date,rel_day,error,event_name
LSTM10Y,2022-05-23,87.0,-0.15362084,Ukraine War / Energy Shock
LSTM10Y,2022-05-24,88.0,1.7911977,Ukraine War / Energy Shock
LSTM10Y,2022-05-25,89.0,-1.2163228,Ukraine War / Energy Shock
LSTM10Y,2022-05-26,90.0,-1.5697788,Ukraine War / Energy Shock
LSTM10Y,2022-05-27,91.0,-1.9628289,Ukraine War / Energy Shock
LSTM10Y,2022-05-30,92.0,-0.76998794,Ukraine War / Energy Shock
LSTM10Y,2022-05-31,93.0,2.0452173,Ukraine War / Energy Shock
LSTM10Y,2022-06-01,94.0,2.7705169,Ukraine War / Energy Shock
LSTM10Y,2022-06-02,95.0,0.32480443,Ukraine War / Energy Shock
LSTM10Y,2022-06-03,96.0,1.747116,Ukraine War / Energy Shock
LSTM10Y,2022-06-06,97.0,-1.3632495,Ukraine War / Energy Shock
LSTM10Y,2022-06-07,98.0,2.5560517,Ukraine War / Energy Shock
LSTM10Y,2022-06-08,99.0,2.074654,Ukraine War / Energy Shock
LSTM10Y,2022-06-09,100.0,0.81705856,Ukraine War / Energy Shock
LSTM10Y,2022-06-10,101.0,3.5352542,Ukraine War / Energy Shock
LSTM10Y,2022-06-13,102.0,4.5485516,Ukraine War / Energy Shock
LSTM10Y,2022-06-14,103.0,1.3015616,Ukraine War / Energy Shock
LSTM10Y,2022-06-15,104.0,-1.3480654,Ukraine War / Energy Shock
LSTM10Y,2022-06-16,105.0,3.6934218,Ukraine War / Energy Shock
LSTM10Y,2022-06-17,106.0,0.9109678,Ukraine War / Energy Shock
LSTM10Y,2022-06-20,107.0,-1.1986278,Ukraine War / Energy Shock
LSTM10Y,2022-06-21,108.0,-0.5073239,Ukraine War / Energy Shock
LSTM10Y,2022-06-22,109.0,0.74080276,Ukraine War / Energy Shock
LSTM10Y,2022-06-23,110.0,1.0815816,Ukraine War / Energy Shock
LSTM10Y,2022-06-24,111.0,-2.6017826,Ukraine War / Energy Shock
LSTM10Y,2022-06-27,112.0,0.3275437,Ukraine War / Energy Shock
LSTM10Y,2022-06-28,113.0,0.16204908,Ukraine War / Energy Shock
LSTM10Y,2022-06-29,114.0,2.1354718,Ukraine War / Energy Shock
LSTM10Y,2022-06-30,115.0,3.256937,Ukraine War / Energy Shock
LSTM10Y,2022-07-01,116.0,1.8766397,Ukraine War / Energy Shock
LSTM10Y,2022-07-04,117.0,-0.6478151,Ukraine War / Energy Shock
LSTM10Y,2022-07-05,118.0,3.4083486,Ukraine War / Energy Shock
LSTM10Y,2022-07-06,119.0,-0.112151384,Ukraine War / Energy Shock
LSTM10Y,2022-07-07,120.0,-1.0218406,Ukraine War / Energy Shock
LSTM10Y,2022-07-08,121.0,-0.38053927,Ukraine War / Energy Shock
LSTM10Y,2022-07-11,122.0,1.3262696,Ukraine War / Energy Shock
LSTM10Y,2022-07-12,123.0,-0.21703163,Ukraine War / Energy Shock
LSTM10Y,2022-07-13,124.0,1.2739115,Ukraine War / Energy Shock
LSTM10Y,2022-07-14,125.0,1.818746,Ukraine War / Energy Shock
LSTM10Y,2022-07-15,126.0,-2.28681,Ukraine War / Energy Shock
LSTM10Y,2022-07-18,127.0,-1.1063149,Ukraine War / Energy Shock
LSTM10Y,2022-07-19,128.0,-2.2491767,Ukraine War / Energy Shock
LSTM10Y,2022-07-20,129.0,-0.074250445,Ukraine War / Energy Shock
LSTM10Y,2022-07-21,130.0,-0.37643754,Ukraine War / Energy Shock
LSTM10Y,2022-07-22,131.0,0.0976758,Ukraine War / Energy Shock
LSTM10Y,2022-07-25,132.0,0.05070974,Ukraine War / Energy Shock
LSTM10Y,2022-07-26,133.0,0.7679163,Ukraine War / Energy Shock
LSTM10Y,2022-07-27,134.0,0.30979413,Ukraine War / Energy Shock
LSTM10Y,2022-07-28,135.0,-0.9203295,Ukraine War / Energy Shock
LSTM10Y,2022-07-29,136.0,0.61198616,Ukraine War / Energy Shock
LSTM10Y,2022-08-01,137.0,0.2888526,Ukraine War / Energy Shock
LSTM10Y,2022-08-02,138.0,1.5505745,Ukraine War / Energy Shock
LSTM10Y,2022-08-03,139.0,0.13055551,Ukraine War / Energy Shock
MLP1Y,2024-07-30,-140.0,-0.5945831,Tariff Shock / Trade War Fears
MLP1Y,2024-07-31,-139.0,-0.5905382,Tariff Shock / Trade War Fears
MLP1Y,2024-08-01,-138.0,2.4377048,Tariff Shock / Trade War Fears
MLP1Y,2024-08-02,-137.0,3.1220145,Tariff Shock / Trade War Fears
MLP1Y,2024-08-05,-136.0,1.3107641,Tariff Shock / Trade War Fears
MLP1Y,2024-08-06,-135.0,-0.27434283,Tariff Shock / Trade War Fears
MLP1Y,2024-08-07,-134.0,-1.5115845,Tariff Shock / Trade War Fears
MLP1Y,2024-08-08,-133.0,1.356709,Tariff Shock / Trade War Fears
MLP1Y,2024-08-09,-132.0,0.17116046,Tariff Shock / Trade War Fears
MLP1Y,2024-08-12,-131.0,0.2586142,Tariff Shock / Trade War Fears
MLP1Y,2024-08-13,-130.0,-0.07725775,Tariff Shock / Trade War Fears
MLP1Y,2024-08-14,-129.0,-0.43256226,Tariff Shock / Trade War Fears
MLP1Y,2024-08-15,-128.0,-1.4022822,Tariff Shock / Trade War Fears
MLP1Y,2024-08-16,-127.0,0.23861289,Tariff Shock / Trade War Fears
MLP1Y,2024-08-19,-126.0,0.05999428,Tariff Shock / Trade War Fears
MLP1Y,2024-08-20,-125.0,0.354793,Tariff Shock / Trade War Fears
MLP1Y,2024-08-21,-124.0,-0.51272476,Tariff Shock / Trade War Fears
MLP1Y,2024-08-22,-123.0,0.55953735,Tariff Shock / Trade War Fears
MLP1Y,2024-08-23,-122.0,0.38426042,Tariff Shock / Trade War Fears
MLP1Y,2024-08-26,-121.0,0.86855865,Tariff Shock / Trade War Fears
MLP1Y,2024-08-27,-120.0,0.38115585,Tariff Shock / Trade War Fears
MLP1Y,2024-08-28,-119.0,0.09602505,Tariff Shock / Trade War Fears
MLP1Y,2024-08-29,-118.0,-0.5672795,Tariff Shock / Trade War Fears
MLP1Y,2024-08-30,-117.0,1.275884,Tariff Shock / Trade War Fears
MLP1Y,2024-09-02,-116.0,-0.004781157,Tariff Shock / Trade War Fears
MLP1Y,2024-09-03,-115.0,1.6827985,Tariff Shock / Trade War Fears
MLP1Y,2024-09-04,-114.0,1.8004436,Tariff Shock / Trade War Fears
MLP1Y,2024-09-05,-113.0,1.1827341,Tariff Shock / Trade War Fears
MLP1Y,2024-09-06,-112.0,2.3915732,Tariff Shock / Trade War Fears
MLP1Y,2024-09-09,-111.0,-0.04965806,Tariff Shock / Trade War Fears
MLP1Y,2024-09-10,-110.0,1.5267098,Tariff Shock / Trade War Fears
MLP1Y,2024-09-11,-109.0,0.017135054,Tariff Shock / Trade War Fears
MLP1Y,2024-09-12,-108.0,-0.2967559,Tariff Shock / Trade War Fears
MLP1Y,2024-09-13,-107.0,0.5553609,Tariff Shock / Trade War Fears
MLP1Y,2024-09-16,-106.0,2.1952553,Tariff Shock / Trade War Fears
MLP1Y,2024-09-17,-105.0,-0.37251335,Tariff Shock / Trade War Fears
MLP1Y,2024-09-18,-104.0,1.1053753,Tariff Shock / Trade War Fears
MLP1Y,2024-09-19,-103.0,-1.5835161,Tariff Shock / Trade War Fears
MLP1Y,2024-09-20,-102.0,2.2428322,Tariff Shock / Trade War Fears
MLP1Y,2024-09-23,-101.0,0.04049906,Tariff Shock / Trade War Fears
MLP1Y,2024-09-24,-100.0,-1.3930029,Tariff Shock / Trade War Fears
MLP1Y,2024-09-25,-99.0,0.22778144,Tariff Shock / Trade War Fears
MLP1Y,2024-09-26,-98.0,-1.5758569,Tariff Shock / Trade War Fears
MLP1Y,2024-09-27,-97.0,-0.30460456,Tariff Shock / Trade War Fears
MLP1Y,2024-09-30,-96.0,2.469596,Tariff Shock / Trade War Fears
MLP1Y,2024-10-01,-95.0,2.017696,Tariff Shock / Trade War Fears
MLP1Y,2024-10-02,-94.0,0.60152644,Tariff Shock / Trade War Fears
MLP1Y,2024-10-03,-93.0,2.2036722,Tariff Shock / Trade War Fears
MLP1Y,2024-10-04,-92.0,0.11385667,Tariff Shock / Trade War Fears
MLP1Y,2024-10-07,-91.0,0.58568966,Tariff Shock / Trade War Fears
MLP1Y,2024-10-08,-90.0,1.7696636,Tariff Shock / Trade War Fears
MLP1Y,2024-10-09,-89.0,-0.09814733,Tariff Shock / Trade War Fears
MLP1Y,2024-10-10,-88.0,0.23935416,Tariff Shock / Trade War Fears
MLP1Y,2024-10-11,-87.0,0.61932063,Tariff Shock / Trade War Fears
MLP1Y,2024-10-14,-86.0,-0.32007638,Tariff Shock / Trade War Fears
MLP1Y,2024-10-15,-85.0,2.3913715,Tariff Shock / Trade War Fears
MLP1Y,2024-10-16,-84.0,0.4608643,Tariff Shock / Trade War Fears
MLP1Y,2024-10-17,-83.0,-0.9146043,Tariff Shock / Trade War Fears
MLP1Y,2024-10-18,-82.0,-0.060413003,Tariff Shock / Trade War Fears
MLP1Y,2024-10-21,-81.0,1.9685609,Tariff Shock / Trade War Fears
MLP1Y,2024-10-22,-80.0,0.5862666,Tariff Shock / Trade War Fears
MLP1Y,2024-10-23,-79.0,1.1896198,Tariff Shock / Trade War Fears
MLP1Y,2024-10-24,-78.0,0.2129454,Tariff Shock / Trade War Fears
MLP1Y,2024-10-25,-77.0,0.19657561,Tariff Shock / Trade War Fears
MLP1Y,2024-10-28,-76.0,-0.07661709,Tariff Shock / Trade War Fears
MLP1Y,2024-10-29,-75.0,0.94356906,Tariff Shock / Trade War Fears
MLP1Y,2024-10-30,-74.0,1.7703525,Tariff Shock / Trade War Fears
MLP1Y,2024-10-31,-73.0,2.560987,Tariff Shock / Trade War Fears
MLP1Y,2024-11-01,-72.0,-0.10476023,Tariff Shock / Trade War Fears
MLP1Y,2024-11-04,-71.0,1.63854,Tariff Shock / Trade War Fears
MLP1Y,2024-11-05,-70.0,0.9940993,Tariff Shock / Trade War Fears
MLP1Y,2024-11-06,-69.0,1.4475106,Tariff Shock / Trade War Fears
MLP1Y,2024-11-07,-68.0,-1.1898594,Tariff Shock / Trade War Fears
MLP1Y,2024-11-08,-67.0,1.456174,Tariff Shock / Trade War Fears
MLP1Y,2024-11-11,-66.0,-1.6268233,Tariff Shock / Trade War Fears
MLP1Y,2024-11-12,-65.0,1.992781,Tariff Shock / Trade War Fears
MLP1Y,2024-11-13,-64.0,1.0246757,Tariff Shock / Trade War Fears
MLP1Y,2024-11-14,-63.0,-0.8260009,Tariff Shock / Trade War Fears
MLP1Y,2024-11-15,-62.0,0.12027413,Tariff Shock / Trade War Fears
MLP1Y,2024-11-18,-61.0,0.8850241,Tariff Shock / Trade War Fears
MLP1Y,2024-11-19,-60.0,0.5508645,Tariff Shock / Trade War Fears
MLP1Y,2024-11-20,-59.0,0.70776534,Tariff Shock / Trade War Fears
MLP1Y,2024-11-21,-58.0,0.28039384,Tariff Shock / Trade War Fears
MLP1Y,2024-11-22,-57.0,0.39084488,Tariff Shock / Trade War Fears
MLP1Y,2024-11-25,-56.0,-0.40103957,Tariff Shock / Trade War Fears
MLP1Y,2024-11-26,-55.0,1.4876244,Tariff Shock / Trade War Fears
MLP1Y,2024-11-27,-54.0,0.30673447,Tariff Shock / Trade War Fears
MLP1Y,2024-11-28,-53.0,0.6782923,Tariff Shock / Trade War Fears
MLP1Y,2024-11-29,-52.0,-0.3581872,Tariff Shock / Trade War Fears
MLP1Y,2024-12-02,-51.0,-0.39081177,Tariff Shock / Trade War Fears
MLP1Y,2024-12-03,-50.0,-0.65860873,Tariff Shock / Trade War Fears
MLP1Y,2024-12-04,-49.0,0.7023671,Tariff Shock / Trade War Fears
MLP1Y,2024-12-05,-48.0,0.1067546,Tariff Shock / Trade War Fears
MLP1Y,2024-12-06,-47.0,0.78108066,Tariff Shock / Trade War Fears
MLP1Y,2024-12-09,-46.0,1.0650306,Tariff Shock / Trade War Fears
MLP1Y,2024-12-10,-45.0,2.2581067,Tariff Shock / Trade War Fears
MLP1Y,2024-12-11,-44.0,0.4048205,Tariff Shock / Trade War Fears
MLP1Y,2024-12-12,-43.0,0.8061698,Tariff Shock / Trade War Fears
MLP1Y,2024-12-13,-42.0,-0.05939116,Tariff Shock / Trade War Fears
MLP1Y,2024-12-16,-41.0,1.4512005,Tariff Shock / Trade War Fears
MLP1Y,2024-12-17,-40.0,1.076628,Tariff Shock / Trade War Fears
MLP1Y,2024-12-18,-39.0,0.54135025,Tariff Shock / Trade War Fears
MLP1Y,2024-12-19,-38.0,2.6353974,Tariff Shock / Trade War Fears
MLP1Y,2024-12-20,-37.0,0.8639883,Tariff Shock / Trade War Fears
MLP1Y,2024-12-23,-36.0,0.085895084,Tariff Shock / Trade War Fears
MLP1Y,2024-12-24,-35.0,0.36520463,Tariff Shock / Trade War Fears
MLP1Y,2024-12-27,-34.0,-0.059585273,Tariff Shock / Trade War Fears
MLP1Y,2024-12-30,-33.0,2.7046385,Tariff Shock / Trade War Fears
MLP1Y,2024-12-31,-32.0,0.924346,Tariff Shock / Trade War Fears
MLP1Y,2025-01-02,-31.0,0.1289253,Tariff Shock / Trade War Fears
MLP1Y,2025-01-03,-30.0,1.6016421,Tariff Shock / Trade War Fears
MLP1Y,2025-01-06,-29.0,-2.473953,Tariff Shock / Trade War Fears
MLP1Y,2025-01-07,-28.0,-0.26245883,Tariff Shock / Trade War Fears
MLP1Y,2025-01-08,-27.0,1.4324062,Tariff Shock / Trade War Fears
MLP1Y,2025-01-09,-26.0,0.2566436,Tariff Shock / Trade War Fears
MLP1Y,2025-01-10,-25.0,0.94467425,Tariff Shock / Trade War Fears
MLP1Y,2025-01-13,-24.0,0.41168627,Tariff Shock / Trade War Fears
MLP1Y,2025-01-14,-23.0,-1.0734493,Tariff Shock / Trade War Fears
MLP1Y,2025-01-15,-22.0,-0.80551887,Tariff Shock / Trade War Fears
MLP1Y,2025-01-16,-21.0,-1.4972123,Tariff Shock / Trade War Fears
MLP1Y,2025-01-17,-20.0,-0.09247875,Tariff Shock / Trade War Fears
MLP1Y,2025-01-20,-19.0,0.404014,Tariff Shock / Trade War Fears
MLP1Y,2025-01-21,-18.0,0.19235842,Tariff Shock / Trade War Fears
MLP1Y,2025-01-22,-17.0,-1.1892085,Tariff Shock / Trade War Fears
MLP1Y,2025-01-23,-16.0,0.66696024,Tariff Shock / Trade War Fears
MLP1Y,2025-01-24,-15.0,0.18522492,Tariff Shock / Trade War Fears
MLP1Y,2025-01-27,-14.0,0.60667205,Tariff Shock / Trade War Fears
MLP1Y,2025-01-28,-13.0,0.67615515,Tariff Shock / Trade War Fears
MLP1Y,2025-01-29,-12.0,-0.7492785,Tariff Shock / Trade War Fears
MLP1Y,2025-01-30,-11.0,-1.1027242,Tariff Shock / Trade War Fears
MLP1Y,2025-01-31,-10.0,-0.4180112,Tariff Shock / Trade War Fears
MLP1Y,2025-02-03,-9.0,1.5012842,Tariff Shock / Trade War Fears
MLP1Y,2025-02-04,-8.0,-0.5913049,Tariff Shock / Trade War Fears
MLP1Y,2025-02-05,-7.0,0.48853323,Tariff Shock / Trade War Fears
MLP1Y,2025-02-06,-6.0,-1.2725942,Tariff Shock / Trade War Fears
MLP1Y,2025-02-07,-5.0,1.4884031,Tariff Shock / Trade War Fears
MLP1Y,2025-02-10,-4.0,0.49703526,Tariff Shock / Trade War Fears
MLP1Y,2025-02-11,-3.0,-0.86913246,Tariff Shock / Trade War Fears
MLP1Y,2025-02-12,-2.0,-0.17555279,Tariff Shock / Trade War Fears
MLP1Y,2025-02-13,-1.0,-0.11518228,Tariff Shock / Trade War Fears
MLP1Y,2025-02-14,0.0,0.87615824,Tariff Shock / Trade War Fears
MLP1Y,2025-02-17,1.0,0.803915,Tariff Shock / Trade War Fears
MLP1Y,2025-02-18,2.0,1.3548586,Tariff Shock / Trade War Fears
MLP1Y,2025-02-19,3.0,2.19362,Tariff Shock / Trade War Fears
MLP1Y,2025-02-20,4.0,-0.20785664,Tariff Shock / Trade War Fears
MLP1Y,2025-02-21,5.0,-0.32880953,Tariff Shock / Trade War Fears
MLP1Y,2025-02-24,6.0,0.29531384,Tariff Shock / Trade War Fears
MLP1Y,2025-02-25,7.0,0.66894007,Tariff Shock / Trade War Fears
MLP1Y,2025-02-26,8.0,-0.6421062,Tariff Shock / Trade War Fears
MLP1Y,2025-02-27,9.0,1.3657594,Tariff Shock / Trade War Fears
MLP1Y,2025-02-28,10.0,1.1905749,Tariff Shock / Trade War Fears
MLP1Y,2025-03-03,11.0,-1.6963494,Tariff Shock / Trade War Fears
MLP1Y,2025-03-04,12.0,2.9563766,Tariff Shock / Trade War Fears
MLP1Y,2025-03-05,13.0,-1.2138464,Tariff Shock / Trade War Fears
MLP1Y,2025-03-06,14.0,1.4293948,Tariff Shock / Trade War Fears
MLP1Y,2025-03-07,15.0,3.39743,Tariff Shock / Trade War Fears
MLP1Y,2025-03-10,16.0,3.8867698,Tariff Shock / Trade War Fears
MLP1Y,2025-03-11,17.0,1.6649345,Tariff Shock / Trade War Fears
MLP1Y,2025-03-12,18.0,-0.36937153,Tariff Shock / Trade War Fears
MLP1Y,2025-03-13,19.0,1.517175,Tariff Shock / Trade War Fears
MLP1Y,2025-03-14,20.0,-0.6623861,Tariff Shock / Trade War Fears
MLP1Y,2025-03-17,21.0,-0.17953444,Tariff Shock / Trade War Fears
MLP1Y,2025-03-18,22.0,0.06993091,Tariff Shock / Trade War Fears
MLP1Y,2025-03-19,23.0,-0.11497098,Tariff Shock / Trade War Fears
MLP1Y,2025-03-20,24.0,1.9950783,Tariff Shock / Trade War Fears
MLP1Y,2025-03-21,25.0,0.14008439,Tariff Shock / Trade War Fears
MLP1Y,2025-03-24,26.0,-0.16177186,Tariff Shock / Trade War Fears
MLP1Y,2025-03-25,27.0,-0.7721689,Tariff Shock / Trade War Fears
MLP1Y,2025-03-26,28.0,0.3666212,Tariff Shock / Trade War Fears
MLP1Y,2025-03-27,29.0,0.7636751,Tariff Shock / Trade War Fears
MLP1Y,2025-03-28,30.0,0.84494156,Tariff Shock / Trade War Fears
MLP1Y,2025-03-31,31.0,1.0834368,Tariff Shock / Trade War Fears
MLP1Y,2025-04-01,32.0,-1.3941956,Tariff Shock / Trade War Fears
MLP1Y,2025-04-02,33.0,0.2453214,Tariff Shock / Trade War Fears
MLP1Y,2025-04-03,34.0,2.779291,Tariff Shock / Trade War Fears
MLP1Y,2025-04-04,35.0,4.7656207,Tariff Shock / Trade War Fears
MLP1Y,2025-04-07,36.0,4.5735784,Tariff Shock / Trade War Fears
MLP1Y,2025-04-08,37.0,-1.3393122,Tariff Shock / Trade War Fears
MLP1Y,2025-04-09,38.0,3.1313877,Tariff Shock / Trade War Fears
MLP1Y,2025-04-10,39.0,-4.0320196,Tariff Shock / Trade War Fears
MLP1Y,2025-04-11,40.0,0.6669783,Tariff Shock / Trade War Fears
MLP1Y,2025-04-14,41.0,-0.6151427,Tariff Shock / Trade War Fears
MLP1Y,2025-04-15,42.0,0.2831328,Tariff Shock / Trade War Fears
MLP1Y,2025-04-16,43.0,1.9308653,Tariff Shock / Trade War Fears
MLP1Y,2025-04-17,44.0,1.5007551,Tariff Shock / Trade War Fears
MLP1Y,2025-04-22,45.0,0.5981296,Tariff Shock / Trade War Fears
MLP1Y,2025-04-23,46.0,-3.2677724,Tariff Shock / Trade War Fears
MLP1Y,2025-04-24,47.0,2.2925775,Tariff Shock / Trade War Fears
MLP1Y,2025-04-25,48.0,-1.3632128,Tariff Shock / Trade War Fears
MLP1Y,2025-04-28,49.0,-0.79293466,Tariff Shock / Trade War Fears
MLP1Y,2025-04-29,50.0,0.17538056,Tariff Shock / Trade War Fears
MLP1Y,2025-04-30,51.0,-0.97359234,Tariff Shock / Trade War Fears
MLP1Y,2025-05-01,52.0,0.11067321,Tariff Shock / Trade War Fears
MLP1Y,2025-05-02,53.0,-2.6958733,Tariff Shock / Trade War Fears
MLP1Y,2025-05-05,54.0,-0.06720376,Tariff Shock / Trade War Fears
MLP1Y,2025-05-06,55.0,0.5595509,Tariff Shock / Trade War Fears
MLP1Y,2025-05-07,56.0,-0.013321459,Tariff Shock / Trade War Fears
MLP1Y,2025-05-08,57.0,-1.2094032,Tariff Shock / Trade War Fears
MLP1Y,2025-05-09,58.0,-0.22874615,Tariff Shock / Trade War Fears
MLP1Y,2025-05-12,59.0,-0.6851812,Tariff Shock / Trade War Fears
MLP1Y,2025-05-13,60.0,-0.8517785,Tariff Shock / Trade War Fears
MLP1Y,2025-05-14,61.0,0.24488598,Tariff Shock / Trade War Fears
MLP1Y,2025-05-15,62.0,-0.93089265,Tariff Shock / Trade War Fears
MLP1Y,2025-05-16,63.0,-0.41912618,Tariff Shock / Trade War Fears
MLP1Y,2025-05-19,64.0,0.5220429,Tariff Shock / Trade War Fears
MLP1Y,2025-05-20,65.0,0.09845954,Tariff Shock / Trade War Fears
MLP1Y,2025-05-21,66.0,-0.6450107,Tariff Shock / Trade War Fears
MLP1Y,2025-05-22,67.0,-0.0016323924,Tariff Shock / Trade War Fears
MLP1Y,2025-05-23,68.0,0.5320642,Tariff Shock / Trade War Fears
MLP1Y,2025-05-26,69.0,-2.2947242,Tariff Shock / Trade War Fears
MLP1Y,2025-05-27,70.0,0.10683361,Tariff Shock / Trade War Fears
MLP1Y,2025-05-28,71.0,0.3916804,Tariff Shock / Trade War Fears
MLP1Y,2025-05-29,72.0,-0.5906652,Tariff Shock / Trade War Fears
MLP1Y,2025-05-30,73.0,-0.021500632,Tariff Shock / Trade War Fears
MLP1Y,2025-06-02,74.0,-0.33531013,Tariff Shock / Trade War Fears
MLP1Y,2025-06-03,75.0,0.16575927,Tariff Shock / Trade War Fears
MLP1Y,2025-06-04,76.0,0.6619918,Tariff Shock / Trade War Fears
MLP1Y,2025-06-05,77.0,-0.46136963,Tariff Shock / Trade War Fears
MLP1Y,2025-06-06,78.0,-0.2648747,Tariff Shock / Trade War Fears
MLP1Y,2025-06-09,79.0,-0.22358489,Tariff Shock / Trade War Fears
MLP1Y,2025-06-10,80.0,-0.00803864,Tariff Shock / Trade War Fears
MLP1Y,2025-06-11,81.0,0.13338298,Tariff Shock / Trade War Fears
MLP1Y,2025-06-12,82.0,1.2866304,Tariff Shock / Trade War Fears
MLP1Y,2025-06-13,83.0,2.4582953,Tariff Shock / Trade War Fears
MLP1Y,2025-06-16,84.0,-0.13150865,Tariff Shock / Trade War Fears
MLP1Y,2025-06-17,85.0,1.1517711,Tariff Shock / Trade War Fears
MLP1Y,2025-06-18,86.0,-0.30390087,Tariff Shock / Trade War Fears
MLP1Y,2025-06-19,87.0,1.5091403,Tariff Shock / Trade War Fears
MLP1Y,2025-06-20,88.0,-1.4317772,Tariff Shock / Trade War Fears
MLP1Y,2025-06-23,89.0,0.4510471,Tariff Shock / Trade War Fears
MLP1Y,2025-06-24,90.0,-2.4705625,Tariff Shock / Trade War Fears
MLP1Y,2025-06-25,91.0,0.5779979,Tariff Shock / Trade War Fears
MLP1Y,2025-06-26,92.0,0.18459219,Tariff Shock / Trade War Fears
MLP1Y,2025-06-27,93.0,-2.0601358,Tariff Shock / Trade War Fears
MLP1Y,2025-06-30,94.0,1.065414,Tariff Shock / Trade War Fears
MLP1Y,2025-07-01,95.0,-0.15660495,Tariff Shock / Trade War Fears
MLP1Y,2025-07-02,96.0,-0.987869,Tariff Shock / Trade War Fears
MLP1Y,2025-07-03,97.0,0.16858184,Tariff Shock / Trade War Fears
MLP1Y,2025-07-04,98.0,2.1971645,Tariff Shock / Trade War Fears
MLP1Y,2025-07-07,99.0,-1.0078526,Tariff Shock / Trade War Fears
MLP1Y,2025-07-08,100.0,-0.2631425,Tariff Shock / Trade War Fears
MLP1Y,2025-07-09,101.0,-1.4420141,Tariff Shock / Trade War Fears
MLP1Y,2025-07-10,102.0,0.2513063,Tariff Shock / Trade War Fears
MLP1Y,2025-07-11,103.0,-0.22371519,Tariff Shock / Trade War Fears
MLP1Y,2025-07-14,104.0,0.083243325,Tariff Shock / Trade War Fears
MLP1Y,2025-07-15,105.0,0.0718433,Tariff Shock / Trade War Fears
MLP1Y,2025-07-16,106.0,-0.37520325,Tariff Shock / Trade War Fears
MLP1Y,2025-07-17,107.0,-2.2622976,Tariff Shock / Trade War Fears
MLP1Y,2025-07-18,108.0,-0.74526453,Tariff Shock / Trade War Fears
MLP1Y,2025-07-21,109.0,0.04200965,Tariff Shock / Trade War Fears
MLP1Y,2025-07-22,110.0,0.6126952,Tariff Shock / Trade War Fears
MLP1Y,2025-07-23,111.0,-1.4083854,Tariff Shock / Trade War Fears
MLP1Y,2025-07-24,112.0,-0.7112431,Tariff Shock / Trade War Fears
MLP1Y,2025-07-25,113.0,0.42520598,Tariff Shock / Trade War Fears
MLP1Y,2025-07-28,114.0,0.08373836,Tariff Shock / Trade War Fears
MLP1Y,2025-07-29,115.0,-1.6445779,Tariff Shock / Trade War Fears
MLP1Y,2025-07-30,116.0,-1.0644747,Tariff Shock / Trade War Fears
MLP1Y,2025-07-31,117.0,0.8135279,Tariff Shock / Trade War Fears
MLP1Y,2025-08-01,118.0,1.7531072,Tariff Shock / Trade War Fears
MLP1Y,2025-08-04,119.0,-2.3145494,Tariff Shock / Trade War Fears
MLP1Y,2025-08-05,120.0,-0.4510809,Tariff Shock / Trade War Fears
MLP1Y,2025-08-06,121.0,0.027354747,Tariff Shock / Trade War Fears
MLP1Y,2025-08-07,122.0,-1.072665,Tariff Shock / Trade War Fears
MLP1Y,2025-08-08,123.0,-1.0103875,Tariff Shock / Trade War Fears
MLP1Y,2025-08-11,124.0,-0.4285651,Tariff Shock / Trade War Fears
MLP1Y,2025-08-12,125.0,-0.93319243,Tariff Shock / Trade War Fears
MLP1Y,2025-08-13,126.0,-0.9015643,Tariff Shock / Trade War Fears
MLP1Y,2025-08-14,127.0,-1.5163436,Tariff Shock / Trade War Fears
MLP1Y,2025-08-15,128.0,0.6966227,Tariff Shock / Trade War Fears
MLP1Y,2025-08-18,129.0,0.92039484,Tariff Shock / Trade War Fears
MLP1Y,2025-08-19,130.0,-1.1490867,Tariff Shock / Trade War Fears
MLP1Y,2025-08-20,131.0,-0.31386328,Tariff Shock / Trade War Fears
MLP1Y,2025-08-21,132.0,-0.85096717,Tariff Shock / Trade War Fears
MLP1Y,2025-08-22,133.0,-0.206281,Tariff Shock / Trade War Fears
MLP1Y,2025-08-25,134.0,-0.0657146,Tariff Shock / Trade War Fears
MLP1Y,2025-08-26,135.0,1.0267627,Tariff Shock / Trade War Fears
MLP1Y,2025-08-27,136.0,-0.8960575,Tariff Shock / Trade War Fears
MLP1Y,2025-08-28,137.0,-0.8080456,Tariff Shock / Trade War Fears
MLP1Y,2025-08-29,138.0,0.36281535,Tariff Shock / Trade War Fears
MLP1Y,2025-09-01,139.0,-1.3379011,Tariff Shock / Trade War Fears
LSTM1Y,2024-07-30,-140.0,-0.6922867,Tariff Shock / Trade War Fears
LSTM1Y,2024-07-31,-139.0,-0.865462,Tariff Shock / Trade War Fears
LSTM1Y,2024-08-01,-138.0,2.2495449,Tariff Shock / Trade War Fears
LSTM1Y,2024-08-02,-137.0,2.6437194,Tariff Shock / Trade War Fears
LSTM1Y,2024-08-05,-136.0,1.2846472,Tariff Shock / Trade War Fears
LSTM1Y,2024-08-06,-135.0,-0.1269049,Tariff Shock / Trade War Fears
LSTM1Y,2024-08-07,-134.0,-2.1468804,Tariff Shock / Trade War Fears
LSTM1Y,2024-08-08,-133.0,0.13870445,Tariff Shock / Trade War Fears
LSTM1Y,2024-08-09,-132.0,0.043178126,Tariff Shock / Trade War Fears
LSTM1Y,2024-08-12,-131.0,0.23323569,Tariff Shock / Trade War Fears
